X,Y,ExtractDate,Latitude,Longitude,Week,EpiWeek,WeeklyBoosterVaccines,Female,Male,NA,Moderna,Pfizer,AstraZeneca,Janssen,AD_Moderna,AD_Pfizer,AD_AstraZeneca,AD_Janssen,ID_Moderna,ID_Pfizer,ID_AstraZeneca,ID_Janssen,AD_Age0to9,AD_Age10to19,AD_Age20to29,AD_Age30to39,AD_Age40to49,AD_Age50to59,AD_Age60to69,AD_Age70to79,AD_Age80_,AD_NA,AD_Age0to9_Cum,AD_Age10to19_Cum,AD_Age20to29_Cum,AD_Age30to39_Cum,AD_Age40to49_Cum,AD_Age50to59_Cum,AD_Age60to69_Cum,AD_Age70to79_Cum,AD_Age80__Cum,AD_NA_Cum,BoosterPer_Age0to9,BoosterPer_Age10to19,BoosterPer_Age20to29,BoosterPer_Age30to39,BoosterPer_Age40to49,BoosterPer_Age50to59,BoosterPer_Age60to69,BoosterPer_Age70to79,BoosterPer_Age80_,BoosterPer_NA,ID_Age0to9,ID_Age10to19,ID_Age20to29,ID_Age30to39,ID_Age40to49,ID_Age50to59,ID_Age60to69,ID_Age70to79,ID_Age80_,ID_NA,ID_Age0to9_Cum,ID_Age10to19_Cum,ID_Age20to29_Cum,ID_Age30to39_Cum,ID_Age40to49_Cum,ID_Age50to59_Cum,ID_Age60to69_Cum,ID_Age70to79_Cum,ID_Age80__Cum,ID_NA_Cum,WeeklyAdditionalDose2,AD2_Age05to11,AD2_Age12to19,AD2_Age20to29,AD2_Age30to39,AD2_Age40to49,AD2_Age50to59,AD2_Age60to69,AD2_Age70to79,AD2_Age80_,AD2_NA,AD2_Age05to11_Cum,AD2_Age12to19_Cum,AD2_Age20to29_Cum,AD2_Age30to39_Cum,AD2_Age40to49_Cum,AD2_Age50to59_Cum,AD2_Age60to69_Cum,AD2_Age70to79_Cum,AD2_Age80__Cum,AD2_NA_Cum,Booster2Per_Age05to11,Booster2Per_Age12to19,Booster2Per_Age20to29,Booster2Per_Age30to39,Booster2Per_Age40to49,Booster2Per_Age50to59,Booster2Per_Age60to69,Booster2Per_Age70to79,Booster2Per_Age80_,Booster2Per_NA,WeeklyAdditionalDose3,AD3_Age05to11,AD3_Age12to19,AD3_Age20to29,AD3_Age30to39,AD3_Age40to49,AD3_Age50to59,AD3_Age60to69,AD3_Age70to79,AD3_Age80_,AD3_NA,AD3_Age05to11_cum,AD3_Age12to19_cum,AD3_Age20to29_cum,AD3_Age30to39_cum,AD3_Age40to49_cum,AD3_Age50to59_cum,AD3_Age60to69_cum,AD3_Age70to79_cum,AD3_Age80__cum,AD3_NA_cum,Booster3Per_Age05to11,Booster3Per_Age12to19,Booster3Per_Age20to29,Booster3Per_Age30to39,Booster3Per_Age40to49,Booster3Per_Age50to59,Booster3Per_Age60to69,Booster3Per_Age70to79,Booster3Per_Age80_,Booster3Per_NA,WeeklyAdditionalDose4,AD4_Age05to11,AD4_Age12to19,AD4_Age20to29,AD4_Age30to39,AD4_Age40to49,AD4_Age50to59,AD4_Age60to69,AD4_Age70to79,AD4_Age80_,AD4_NA,AD4_Age05to11_cum,AD4_Age12to19_cum,AD4_Age20to29_cum,AD4_Age30to39_cum,AD4_Age40to49_cum,AD4_Age50to59_cum,AD4_Age60to69_cum,AD4_Age70to79_cum,AD4_Age80__cum,AD4_NA_cum,Booster4Per_Age05to11,Booster4Per_Age12to19,Booster4Per_Age20to29,Booster4Per_Age30to39,Booster4Per_Age40to49,Booster4Per_Age50to59,Booster4Per_Age60to69,Booster4Per_Age70to79,Booster4Per_Age80_,Booster4Per_NA,ObjectId
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W18,2022-W18 - 01 May 2022 to 07 May 2022,12129,6019,6110,0,4399,7717,10,0,4359,7627,10,0,40,90,0,0,0,1534,2649,2368,1858,1136,860,955,639,0,5,85995,308242,375351,522880,533497,468110,365681,226495,3,0.00104372585079313,15.5583417461817,49.8437138694441,54.5888071064882,66.6802693327892,83.9869713199016,92.1249692496925,100,100,Inf,2,5,9,10,13,18,26,33,14,0,84,963,5679,10076,19640,25747,29515,26092,13031,0,48497,0,5,27,42,121,235,7560,22935,17572,0,1,6,55,94,219,428,16038,42572,28968,0,0.000208745170158625,0.0010855288153624,0.0088936753032339,0.0136707984473463,0.027927973882881,0.0673788675942281,3.15630996309963,12.1665223442533,15.802221300923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W19,2022-W19 - 08 May 2022 to 14 May 2022,14502,7340,7161,1,5270,9221,3,0,5228,9144,3,0,42,77,0,0,0,2014,3573,2417,1878,1202,978,1382,939,0,5,88009,311815,377768,524758,534699,469088,367063,227434,3,0.00104372585079313,15.922717585205,50.4214793577796,54.9403211474163,66.9197612732095,84.1761988873041,92.3174415744158,100,100,Inf,1,7,14,9,17,16,32,13,10,0,85,970,5693,10085,19657,25763,29547,26105,13041,0,67428,0,3,43,97,246,444,8747,32943,24905,0,1,9,98,191,465,872,24785,75515,53873,0,0.000208745170158625,0.00162829322304361,0.0158469123584895,0.0277778989727995,0.0592991226280351,0.137276571360203,4.87773677736777,21.5812020770996,29.3880512339348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W20,2022-W20 - 15 May 2022 to 21 May 2022,13422,6803,6618,1,6143,7262,10,0,6103,7205,10,0,40,57,0,0,0,1800,3016,2206,2003,1272,1039,1184,805,0,5,89809,314831,379974,526761,535971,470127,368247,228239,3,0.00104372585079313,16.2483762298137,50.9091761707715,55.2611486088508,67.1751938379922,84.376446362958,92.5219188191882,100,100,Inf,1,8,10,7,10,13,19,19,10,0,86,978,5703,10092,19667,25776,29566,26124,13051,0,57930,0,8,58,99,262,545,8752,28476,19730,0,1,17,156,290,727,1417,33537,103991,73603,0,0.000208745170158625,0.00307566497686014,0.025225697223718,0.0421758675503238,0.0927106712915731,0.22307442846033,6.60014760147601,29.7192714718886,40.1508869929521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W21,2022-W21 - 22 May 2022 to 28 May 2022,12919,6484,6434,1,4551,8352,4,0,4523,8284,4,0,28,68,0,0,0,2115,3303,1989,1803,1068,907,991,647,0,5,91924,318134,381963,528564,537039,471034,369238,228886,3,0.00104372585079313,16.6310251372289,51.4432817985275,55.5504168866356,67.4051214037951,84.5445786774221,92.700418204182,100,100,Inf,0,6,19,13,15,15,13,7,8,0,86,984,5722,10105,19682,25791,29579,26131,13059,0,52736,0,8,79,146,329,649,11558,25666,14301,0,1,25,235,436,1056,2066,45095,129657,87904,0,0.000208745170158625,0.00452303673067668,0.0380002490229085,0.0634092353515213,0.134666394613344,0.325244720676811,8.87478474784748,37.0542795167914,47.9521700233477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W22,2022-W22 - 29 May 2022 to 04 June 2022,10801,5483,5316,2,3483,7295,12,0,3466,7228,12,0,17,67,0,0,1,1878,2870,1740,1637,887,642,662,400,0,6,93802,321004,383703,530201,537926,471676,369900,229286,3,0.00125247102095175,16.9707956564374,51.907369946169,55.8034720919376,67.6138798204448,84.6842166576933,92.8267650676507,100,100,Inf,3,7,12,5,11,16,15,11,4,0,89,991,5734,10110,19693,25807,29594,26142,13063,0,33308,0,14,80,142,280,719,6439,15921,9713,0,1,39,315,578,1336,2785,51534,145578,97617,0,0.000208745170158625,0.00705593729985562,0.0509365040094305,0.0840608670485764,0.170373393185064,0.438434921144685,10.1419926199262,41.6042936632458,53.2506709725283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W23,2022-W23 - 05 June 2022 to 11 June 2022,6789,3418,3371,0,2117,4654,8,0,2110,4615,8,0,7,39,0,0,0,1441,1611,1056,918,570,444,437,265,0,6,95243,322615,384759,531119,538496,472120,370337,229551,3,0.00125247102095175,17.2315034935936,52.1678737809601,55.9570504234312,67.7309477657621,84.7739501963118,92.9141451414514,100,100,Inf,1,5,7,6,10,3,6,5,4,0,90,996,5741,10116,19703,25810,29600,26147,13067,0,20764,0,7,58,121,302,538,3873,10074,5791,0,1,46,373,699,1638,3323,55407,155652,103408,0,0.000208745170158625,0.0083223875844451,0.060315288874659,0.101658384198884,0.208885941644562,0.523130787419673,10.9042066420664,44.4833114706311,56.4096969167994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W24,2022-W24 - 12 June 2022 to 18 June 2022,7593,3985,3608,0,2645,4933,13,0,2623,4893,13,0,22,40,0,0,0,1577,1568,1147,1098,681,546,559,355,0,6,96820,324183,385906,532217,539177,472666,370896,229906,3,0.00125247102095175,17.5168166505647,52.4214243786959,56.123863251294,67.8709702101612,84.8811581608718,93.0215990159902,100,100,Inf,2,8,7,8,6,12,10,5,4,0,92,1004,5748,10124,19709,25822,29610,26152,13071,0,25934,0,11,73,190,388,857,5166,12140,7109,0,1,57,446,889,2026,4180,60573,167792,110517,0,0.000208745170158625,0.0103125237459428,0.0721196215498604,0.129290849145648,0.258365639665374,0.658045949868863,11.9208856088561,47.9527651317049,60.2876999279932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W25,2022-W25 - 19 June 2022 to 25 June 2022,8195,4233,3962,0,2654,5524,7,0,2614,5489,7,0,40,35,0,0,0,1800,1598,1184,1206,805,604,526,397,0,6,98620,325781,387090,533423,539982,473270,371422,230303,3,0.00125247102095175,17.8424752951734,52.6798260720517,56.2960571381201,68.0247653540094,85.0078871057628,93.140467404674,100,100,Inf,0,7,2,4,12,11,13,14,12,0,92,1011,5750,10128,19721,25833,29623,26166,13083,0,24452,0,15,72,169,426,852,5191,11114,6613,0,1,72,518,1058,2452,5032,65764,178906,117130,0,0.000208745170158625,0.0130263457843488,0.0837622510377302,0.153869199545664,0.312691287492349,0.792173976014383,12.9424846248462,51.1290013746353,63.89513190338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W26,2022-W26 - 26 June 2022 to 02 July 2022,8378,4304,4073,1,2207,6160,10,0,2183,6106,10,0,24,54,0,0,0,1996,1650,1275,1175,796,587,518,303,0,6,100616,327431,388365,534598,540778,473857,371940,230606,3,0.00125247102095175,18.2035945477506,52.9466363311487,56.4814855213155,68.1746072230157,85.1331992053072,93.2559901599016,100,100,Inf,3,10,2,6,8,11,23,10,5,0,95,1021,5752,10134,19729,25844,29646,26176,13088,0,22274,0,18,108,209,416,758,4934,10193,5638,0,1,90,626,1267,2868,5790,70698,189099,122768,0,0.000208745170158625,0.0162829322304361,0.101226195269535,0.184264910987104,0.365741685370333,0.911503839650889,13.9135055350554,54.0420278299339,66.9706954112025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W27,2022-W27 - 03 July 2022 to 09 July 2022,7661,3974,3687,0,1534,6115,8,0,1492,6055,8,0,42,60,0,0,0,1665,1346,1271,1013,689,659,551,364,0,6,102281,328777,389636,535611,541467,474516,372491,230970,3,0.00125247102095175,18.5048287940137,53.164288821297,56.6663321684068,68.3037900428484,85.241666587953,93.3856826568266,100,100,Inf,1,6,10,6,9,17,16,21,17,0,96,1027,5762,10140,19738,25861,29662,26197,13105,0,27526,0,12,87,152,374,724,5943,12997,7237,0,1,102,713,1419,3242,6514,76641,202096,130005,0,0.000208745170158625,0.0184539898611609,0.115294372567378,0.206370882944515,0.413436033462559,1.02548117642243,15.0830996309963,57.7564009133751,70.9185232058304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W28,2022-W28 - 10 July 2022 to 16 July 2022,6022,3190,2831,1,758,5250,14,0,735,5065,14,0,23,185,0,0,0,1162,974,978,829,529,552,493,297,0,6,103443,329751,390614,536440,541996,475068,372984,231267,3,0.00125247102095175,18.7150595412555,53.3217877257579,56.8085666458696,68.4095082636197,85.3249456088814,93.4943173431734,100,100,Inf,0,3,4,8,16,23,46,73,35,0,96,1030,5766,10148,19754,25884,29708,26270,13140,0,24325,0,16,71,145,315,608,5091,11444,6635,0,1,118,784,1564,3557,7122,81732,213540,136640,0,0.000208745170158625,0.0213487333687939,0.126775298867916,0.227458816719677,0.453606406855744,1.12119695094881,16.0850184501845,61.0269468521996,74.5379563158699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W29,2022-W29 - 17 July 2022 to 23 July 2022,4537,2384,2153,0,550,3968,16,0,543,3867,16,0,7,101,0,0,0,885,801,725,585,418,427,377,211,0,6,104328,330552,391339,537025,542414,475495,373361,231478,3,0.00125247102095175,18.8751750415215,53.4513119788104,56.9140063147454,68.4841103856356,85.3907502038683,93.5783517835178,100,100,Inf,0,6,6,7,10,21,27,20,11,0,96,1036,5772,10155,19764,25905,29735,26290,13151,0,18542,0,7,92,137,288,606,3945,8538,4929,0,1,125,876,1701,3845,7728,85677,222078,141569,0,0.000208745170158625,0.0226151836533834,0.141651992102416,0.247383278286554,0.490333605386656,1.21659787095373,16.8614022140221,63.4669958932414,77.2267559842021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W30,2022-W30 - 24 July 2022 to 30 July 2022,3712,1994,1718,0,357,3342,11,0,346,3273,11,0,11,69,0,0,0,784,691,624,427,299,329,298,180,0,6,105112,331243,391963,537452,542713,475824,373659,231658,3,0.00125247102095175,19.0170174733955,53.5630488812565,57.0047571469916,68.5385635584575,85.4378209548278,93.6430996309963,100,100,Inf,1,4,1,6,9,13,20,15,11,0,97,1040,5773,10161,19773,25918,29755,26305,13162,0,15986,0,11,62,102,265,588,3552,7066,4340,0,1,136,938,1803,4110,8316,89229,229144,145909,0,0.000208745170158625,0.0246053198148812,0.151677589716971,0.262217548942186,0.524127729034891,1.30916510026542,17.560442804428,65.4863665332041,79.5942525475136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W31,2022-W31 - 31 July 2022 to 06 August 2022,2625,1411,1214,0,173,2437,13,0,171,2390,13,0,2,47,0,0,0,556,508,486,275,216,215,211,109,0,6,105668,331751,392449,537727,542929,476039,373870,231767,3,0.00125247102095175,19.1176098102857,53.6451941004209,57.0754380836449,68.5736329320547,85.4718252431464,93.6854120541205,100,100,Inf,0,5,1,5,11,5,2,15,5,0,97,1045,5774,10166,19784,25923,29757,26320,13167,0,10450,0,2,51,106,189,426,2319,4485,2872,0,1,138,989,1909,4299,8742,91548,233629,148781,0,0.000208745170158625,0.0249671627533353,0.159924452270879,0.277633555701959,0.548229953070802,1.37622911333818,18.0168265682657,66.7681210364921,81.1609461258155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W32,2022-W32 - 07 August 2022 to 13 August 2022,2502,1301,1201,0,242,2247,10,0,230,2194,10,0,12,53,0,0,0,504,404,479,285,204,248,194,119,0,6,106172,332155,392928,538012,543133,476287,374064,231886,3,0.00125247102095175,19.2087942307762,53.7105221881028,57.145100982116,68.6099775556009,85.5039404043362,93.7342189421894,100,100,Inf,0,2,3,8,6,8,17,9,12,0,97,1047,5777,10174,19790,25931,29774,26329,13179,0,11813,0,8,56,133,185,761,3343,4480,2847,0,1,146,1045,2042,4484,9503,94891,238109,151628,0,0.000208745170158625,0.0264145345071518,0.168979830761444,0.296976281164694,0.571822077127117,1.49603125875689,18.6747355473555,68.0484466049938,82.714002051103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W33,2022-W33 - 14 August 2022 to 20 August 2022,2815,1498,1317,0,207,2598,7,0,195,2526,7,0,12,72,0,0,0,846,376,422,248,232,360,147,100,0,6,107018,332531,393350,538260,543365,476647,374211,231986,3,0.00125247102095175,19.3618537937423,53.7713225865395,57.206474141103,68.6416037543358,85.5404635288265,93.8050676506765,100,100,Inf,0,3,2,2,7,10,31,20,9,0,97,1050,5779,10176,19797,25941,29805,26349,13188,0,30730,0,13,118,495,425,2440,21025,3940,2274,0,1,159,1163,2537,4909,11943,115916,242049,153902,0,0.000208745170158625,0.0287665136071037,0.188060806866564,0.368966124052315,0.626020199959192,1.88015377494829,22.8124969249692,69.1744472165779,83.9544829692989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W34,2022-W34 - 21 August 2022 to 27 August 2022,3560,1870,1690,0,328,3216,11,0,321,3167,11,0,7,49,0,0,1,1309,400,437,295,352,408,189,113,0,7,108327,332931,393787,538555,543717,477055,374400,232099,3,0.00146121619111038,19.5986799969605,53.8360038614721,57.2700288104806,68.679223627831,85.5958779246049,93.8853628536285,100,100,Inf,2,3,2,7,6,7,19,7,3,0,99,1053,5781,10183,19803,25948,29824,26356,13191,0,38269,0,32,136,526,505,12065,19278,3600,2127,0,1,191,1299,3063,5414,24008,135194,245649,156029,0,0.000208745170158625,0.0345560006223699,0.210052440343652,0.445464421747041,0.690420322383187,3.77951367570614,26.6064452644526,70.2032802626954,85.1147744877698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W35,2022-W35 - 28 August 2022 to 03 September 2022,2911,1518,1393,0,378,2528,4,0,362,2467,4,0,16,61,0,0,0,891,284,375,257,429,351,152,95,0,7,109218,333215,394162,538812,544146,477406,374552,232194,3,0.00146121619111038,19.7598810260418,53.8819275666743,57.3245665702439,68.7119975515201,85.6634142194599,93.9544403444035,100,100,Inf,3,4,3,6,8,17,25,6,5,0,102,1057,5784,10189,19811,25965,29849,26362,13196,0,41272,0,41,340,815,1128,17932,15862,3254,1900,0,1,232,1639,3878,6542,41940,151056,248903,157929,0,0.000208745170158625,0.0419737808606796,0.26503152403637,0.563993152966054,0.834268516629259,6.60249931519142,29.7281180811808,71.1332310216026,86.1512361168692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W36,2022-W36 - 04 September 2022 to 10 September 2022,2885,1519,1364,2,315,2567,2,0,302,2436,2,0,13,131,0,0,21,683,352,406,319,358,345,159,98,0,28,109901,333567,394568,539131,544504,477751,374711,232292,3,0.00584486476444151,19.8834503895239,53.938847088615,57.3836127848144,68.7526780248929,85.7197731788027,94.0223370233702,100,100,Inf,33,28,4,6,18,11,22,11,11,0,135,1085,5788,10195,19829,25976,29871,26373,13207,0,34332,0,76,635,1418,2149,13312,12132,2934,1676,0,1,308,2274,5296,8691,55252,163188,251837,159605,0,0.000208745170158625,0.0557238125219367,0.367713047991889,0.770218601884534,1.10831973066721,8.69817101008479,32.1157195571956,71.9717299541883,87.0655043749591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W37,2022-W37 - 11 September 2022 to 17 September 2022,1968,1015,953,0,200,1762,4,0,190,1678,4,0,10,84,0,0,14,472,261,278,234,272,199,102,42,0,42,110373,333828,394846,539365,544776,477950,374813,232334,3,0.00876729714666227,19.9688453229991,53.9810516205085,57.4240434440523,68.7825188736992,85.7625933937224,94.0615006150062,100,100,Inf,25,15,0,3,10,6,15,13,7,0,160,1100,5788,10198,19839,25982,29886,26386,13214,0,20975,0,49,378,1004,1435,7956,7092,1971,1090,0,1,357,2652,6300,10126,63208,170280,253808,160695,0,0.000208745170158625,0.064588964514063,0.428836852803206,0.916234364024276,1.29131809834728,9.95066229648591,33.5114391143911,72.5350160469377,87.6601060463898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W38,2022-W38 - 18 September 2022 to 24 September 2022,1571,837,734,0,85,1483,3,0,82,1449,3,0,3,34,0,0,5,400,234,270,199,181,148,49,48,0,47,110773,334062,395116,539564,544957,478098,374862,232382,3,0.0098110229974554,20.0412139106899,54.0188901663441,57.4633106310819,68.8078963476841,85.7910877279153,94.0906273062731,100,100,Inf,8,6,0,3,6,3,3,4,4,0,168,1106,5788,10201,19845,25985,29889,26390,13218,0,14186,0,42,309,739,1033,5248,4675,1319,821,0,1,399,2961,7039,11159,68456,174955,255127,161516,0,0.000208745170158625,0.0721876662215998,0.478803137688647,1.02371010926458,1.42305141807794,10.7768405608189,34.4314883148831,72.9119690435568,88.1079665713849,,5824,0,0,0,0,4,13,164,663,755,0,0,3,6,10,26,95,871,2627,2179,0,0,0.000542764407681202,0.000970219123989153,0.00145434026035599,0.00331564986737401,0.0149555897697469,0.171414514145141,0.750762336708477,1.18865783674093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W39,2022-W39 - 25 September 2022 to 01 October 2022,1870,951,919,0,125,1737,3,0,96,1587,3,0,29,150,0,0,5,340,210,281,199,223,210,148,75,0,52,111113,334272,395397,539763,545180,478308,375010,232457,3,0.0108547488482485,20.1027272102271,54.0528478356837,57.5041775923979,68.8332738216691,85.826194007059,94.1319557195572,100,100,Inf,25,12,2,7,10,10,25,38,50,0,193,1118,5790,10208,19855,25995,29914,26428,13268,0,15996,0,57,297,715,1251,4966,4735,2428,1547,0,1,456,3258,7754,12410,73422,179690,257555,163063,0,0.000208745170158625,0.0825001899675427,0.52682898432611,1.12769543788004,1.58258518669659,11.5586243376248,35.3633456334563,73.6058597757715,88.9518645399201,,11332,0,1,7,5,42,74,1107,5405,4691,0,0,4,13,15,68,169,1978,8032,6870,0,0,0.000723685876908269,0.00210214143530983,0.00218151039053399,0.00867169965313201,0.026605207064076,0.389274292742927,2.29544084067091,3.74762704837548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W40,2022-W40 - 02 October 2022 to 08 October 2022,3721,1958,1761,2,430,3287,2,0,423,2624,2,0,7,663,0,0,5,421,277,397,391,437,485,356,282,0,57,111534,334549,395794,540154,545617,478793,375366,232739,3,0.0118984746990417,20.1788951487717,54.0976396185745,57.561914900734,68.8831360946746,85.8949897199999,94.2274046740467,100,100,Inf,21,11,13,24,54,107,143,192,105,0,214,1129,5803,10232,19909,26102,30057,26620,13373,0,37314,0,106,646,1841,3250,9434,10501,6959,4577,0,1,562,3904,9595,15660,82856,190191,264514,167640,0,0.000208745170158625,0.101677865705612,0.631289243342275,1.39543947981158,1.99704142011834,13.043793115391,37.429963099631,75.594651211308,91.4486460538087,,45060,0,2,11,26,90,211,5410,22447,16863,0,0,6,24,41,158,380,7388,30479,23733,0,0,0.0010855288153624,0.00388087649595661,0.00596279506745957,0.020148949194042,0.0598223590789876,1.4539729397294,8.71050067017041,12.9464967596936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W41,2022-W41 - 09 October 2022 to 15 October 2022,4175,2106,2068,1,563,3601,6,0,552,3072,6,0,11,529,0,0,6,509,306,460,455,566,598,475,260,0,63,112043,334855,396254,540609,546183,479391,375841,232999,3,0.0131509457199934,20.2709841766083,54.147120793898,57.6288145527104,68.9411599673536,85.9840935495754,94.3450922509225,100,100,Inf,10,6,8,9,19,64,85,202,137,0,224,1135,5811,10241,19928,26166,30142,26822,13510,0,44006,0,135,954,2194,4066,11552,12645,7663,4797,0,1,697,4858,11789,19726,94408,202836,272177,172437,0,0.000208745170158625,0.126102264051266,0.785554084056551,1.71452173293368,2.51555804937768,14.8623928313923,39.9185239852399,77.7846366647519,94.0654389142246,,47315,0,0,8,44,121,306,6290,23848,16698,0,0,6,32,85,279,686,13678,54327,40431,0,0,0.0010855288153624,0.00517450199460882,0.0123618922130259,0.0355794735768211,0.107995100863646,2.69185731857319,15.525948026784,22.0553579611163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W42,2022-W42 - 16 October 2022 to 22 October 2022,3934,2036,1897,1,579,3348,4,0,556,2911,4,0,23,437,0,0,5,457,237,475,462,535,653,409,241,0,68,112500,335092,396729,541071,546718,480044,376250,233240,3,0.0141946715707865,20.3536652880451,54.1854444492955,57.6978957150773,69.0000765149969,86.0683171340682,94.4736039360394,100,100,Inf,5,7,10,12,24,49,98,156,99,0,229,1142,5821,10253,19952,26215,30240,26978,13609,0,44987,0,138,914,2426,3989,11753,15472,6546,3749,0,1,835,5772,14215,23715,106161,218308,278723,176186,0,0.000208745170158625,0.151069426804601,0.933350797277565,2.06734468009604,3.02425525402979,16.712635426801,42.9634440344403,79.6553980869421,96.1105413602741,,40510,0,1,13,53,132,304,5948,20422,13637,0,0,7,45,138,411,990,19626,74749,54068,0,0,0.00126645028458947,0.00727664342991865,0.0200698955929127,0.0524127729034891,0.155852988126836,3.86243542435424,21.3622892678424,29.4944249274477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
