X_x,Y_x,ExtractDate_x,Week,TotalweeklyVaccines,Male_x,Female_x,NA_x,Moderna_x,Pfizer_x,Janssen_x,AstraZeneca_x,Partial_Age0to9,Partial_Age10to19,Partial_Age20to29,Partial_Age30to39,Partial_Age40to49,Partial_Age50to59,Partial_Age60to69,Partial_Age70to79,Partial_Age80_,Partial_NA,ParCum_Age0to9,ParCum_Age10to19,ParCum_Age20to29,ParCum_Age30to39,ParCum_Age40to49,ParCum_Age50to59,ParCum_Age60to69,ParCum_Age70to79,ParCum_80_,ParCum_NA,ParPer_Age0to9,ParPer_Age10to19,ParPer_Age20to29,ParPer_Age30to39,ParPer_Age40to49,ParPer_Age50to59,ParPer_Age60to69,ParPer_Age70to79,ParPer_80_,ParPer_NA,Fully_Age0to9,Fully_Age10to19,Fully_Age20to29,Fully_Age30to39,Fully_Age40to49,Fully_Age50to59,Fully_Age60to69,Fully_Age70to79,Fully_Age80_,Fully_NA,FullyCum_Age0to9,FullyCum_Age10to19,FullyCum_Age20to29,FullyCum_Age30to39,FullyCum_Age40to49,FullyCum_Age50to59,FullyCum_Age60to69,FullyCum_Age70to79,FullyCum_80_,FullyCum_NA,FullyPer_Age0to9,FullyPer_Age10to19,FullyPer_Age20to29,FullyPer_Age30to39,FullyPer_Age40to49,FullyPer_Age50to59,FullyPer_Age60to69,FullyPer_Age70to79,FullyPer_80_,FullyPer_NA,ObjectId_x,X_y,Y_y,ExtractDate_y,Latitude,Longitude,EpiWeek,WeeklyBoosterVaccines,Female_y,Male_y,NA_y,Moderna_y,Pfizer_y,AstraZeneca_y,Janssen_y,AD_Moderna,AD_Pfizer,AD_AstraZeneca,AD_Janssen,ID_Moderna,ID_Pfizer,ID_AstraZeneca,ID_Janssen,AD_Age0to9,AD_Age10to19,AD_Age20to29,AD_Age30to39,AD_Age40to49,AD_Age50to59,AD_Age60to69,AD_Age70to79,AD_Age80_,AD_NA,AD_Age0to9_Cum,AD_Age10to19_Cum,AD_Age20to29_Cum,AD_Age30to39_Cum,AD_Age40to49_Cum,AD_Age50to59_Cum,AD_Age60to69_Cum,AD_Age70to79_Cum,AD_Age80__Cum,AD_NA_Cum,BoosterPer_Age0to9,BoosterPer_Age10to19,BoosterPer_Age20to29,BoosterPer_Age30to39,BoosterPer_Age40to49,BoosterPer_Age50to59,BoosterPer_Age60to69,BoosterPer_Age70to79,BoosterPer_Age80_,BoosterPer_NA,ID_Age0to9,ID_Age10to19,ID_Age20to29,ID_Age30to39,ID_Age40to49,ID_Age50to59,ID_Age60to69,ID_Age70to79,ID_Age80_,ID_NA,ID_Age0to9_Cum,ID_Age10to19_Cum,ID_Age20to29_Cum,ID_Age30to39_Cum,ID_Age40to49_Cum,ID_Age50to59_Cum,ID_Age60to69_Cum,ID_Age70to79_Cum,ID_Age80__Cum,ID_NA_Cum,WeeklyAdditionalDose2,AD2_Age05to11,AD2_Age12to19,AD2_Age20to29,AD2_Age30to39,AD2_Age40to49,AD2_Age50to59,AD2_Age60to69,AD2_Age70to79,AD2_Age80_,AD2_NA,AD2_Age05to11_Cum,AD2_Age12to19_Cum,AD2_Age20to29_Cum,AD2_Age30to39_Cum,AD2_Age40to49_Cum,AD2_Age50to59_Cum,AD2_Age60to69_Cum,AD2_Age70to79_Cum,AD2_Age80__Cum,AD2_NA_Cum,Booster2Per_Age05to11,Booster2Per_Age12to19,Booster2Per_Age20to29,Booster2Per_Age30to39,Booster2Per_Age40to49,Booster2Per_Age50to59,Booster2Per_Age60to69,Booster2Per_Age70to79,Booster2Per_Age80_,Booster2Per_NA,WeeklyAdditionalDose3,AD3_Age05to11,AD3_Age12to19,AD3_Age20to29,AD3_Age30to39,AD3_Age40to49,AD3_Age50to59,AD3_Age60to69,AD3_Age70to79,AD3_Age80_,AD3_NA,AD3_Age05to11_cum,AD3_Age12to19_cum,AD3_Age20to29_cum,AD3_Age30to39_cum,AD3_Age40to49_cum,AD3_Age50to59_cum,AD3_Age60to69_cum,AD3_Age70to79_cum,AD3_Age80__cum,AD3_NA_cum,Booster3Per_Age05to11,Booster3Per_Age12to19,Booster3Per_Age20to29,Booster3Per_Age30to39,Booster3Per_Age40to49,Booster3Per_Age50to59,Booster3Per_Age60to69,Booster3Per_Age70to79,Booster3Per_Age80_,Booster3Per_NA,WeeklyAdditionalDose4,AD4_Age05to11,AD4_Age12to19,AD4_Age20to29,AD4_Age30to39,AD4_Age40to49,AD4_Age50to59,AD4_Age60to69,AD4_Age70to79,AD4_Age80_,AD4_NA,AD4_Age05to11_cum,AD4_Age12to19_cum,AD4_Age20to29_cum,AD4_Age30to39_cum,AD4_Age40to49_cum,AD4_Age50to59_cum,AD4_Age60to69_cum,AD4_Age70to79_cum,AD4_Age80__cum,AD4_NA_cum,Booster4Per_Age05to11,Booster4Per_Age12to19,Booster4Per_Age20to29,Booster4Per_Age30to39,Booster4Per_Age40to49,Booster4Per_Age50to59,Booster4Per_Age60to69,Booster4Per_Age70to79,Booster4Per_Age80_,Booster4Per_NA,ObjectId_y
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W48,322,163,159,0,1,318,1,0,48.0,31.0,20.0,15.0,9.0,8.0,6.0,5.0,4.0,0.0,77360.0,361830.0,557458.0,595795.0,710063.0,636340.0,521871.0,395247.0,250965.0,33.0,0.0990825641071618,0.654628152104298,0.901427354034575,0.866488655418799,0.905507804529688,1.0,1.0,1.0,1.0,inf,62.0,42.0,23.0,28.0,16.0,2.0,2.0,1.0,0.0,0.0,71830.0,352665.0,549180.0,588597.0,704340.0,633619.0,519468.0,393604.0,248606.0,20.0,0.0919997489635139,0.638046699449637,0.888041564187272,0.856020314224757,0.898209549071618,0.99748903519129,1.0,1.0,1.0,inf,101,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W48 - 27 November 2022 to 03 December 2022,2204.0,1148.0,1055.0,1.0,60.0,2138.0,3.0,0.0,59.0,2080.0,3.0,0.0,1.0,58.0,0.0,0.0,8.0,224.0,196.0,316.0,330.0,436.0,325.0,190.0,120.0,0.0,84.0,114709.0,336563.0,399074.0,543316.0,549633.0,482441.0,377644.0,234066.0,3.0,0.0175345942933245,20.7533208135677,54.4233098378602,58.0389385061308,69.2863701285452,86.5272175991083,94.9453382533825,100.0,100.0,inf,2.0,5.0,3.0,1.0,3.0,5.0,10.0,22.0,8.0,0.0,258.0,1164.0,5841.0,10282.0,20006.0,26388.0,30532.0,27420.0,13851.0,0.0,26670.0,0.0,57.0,800.0,1737.0,2683.0,9729.0,7429.0,2791.0,1444.0,0.0,1.0,1460.0,10893.0,25916.0,42800.0,181352.0,279247.0,299943.0,188180.0,0.0,0.0002087451701586,0.264145345071518,1.76143281960231,3.76906821873859,5.45806978167721,28.5497485886646,54.9563591635916,85.7197973198899,102.653341770495,,22799.0,0.0,5.0,12.0,56.0,146.0,243.0,4423.0,11502.0,6412.0,0.0,0.0,24.0,157.0,519.0,1364.0,2619.0,48760.0,150726.0,99549.0,0.0,0.0,0.0043421152614496,0.0253874004110495,0.0754802595124761,0.173944093042236,0.412301995862812,9.59606396063961,43.0755249191937,54.3045887974863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W49,340,184,156,0,0,334,1,0,47.0,31.0,27.0,16.0,14.0,10.0,3.0,7.0,2.0,0.0,77407.0,361861.0,557485.0,595811.0,710077.0,636350.0,521874.0,395254.0,250967.0,33.0,0.0991427616318909,0.654684237759758,0.901471013895155,0.866511924862965,0.905525658028974,1.0,1.0,1.0,1.0,inf,60.0,38.0,39.0,24.0,10.0,2.0,4.0,3.0,4.0,0.0,71890.0,352703.0,549219.0,588621.0,704350.0,633621.0,519472.0,393607.0,248610.0,20.0,0.0920765968674233,0.638115449607943,0.888104628430331,0.856055218391005,0.898222301571108,0.997492183736505,1.0,1.0,1.0,inf,102,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W49 - 04 December 2022 to 10 December 2022,2123.0,1080.0,1041.0,2.0,38.0,2080.0,1.0,0.0,38.0,1999.0,1.0,0.0,0.0,81.0,0.0,0.0,3.0,310.0,233.0,320.0,278.0,340.0,279.0,173.0,106.0,0.0,87.0,115019.0,336796.0,399394.0,543594.0,549973.0,482720.0,377817.0,234172.0,3.0,0.0181608298038004,20.8094064690281,54.4609866805085,58.0854773944622,69.3218220771271,86.5807428677579,95.00024600246,100.0,100.0,inf,5.0,7.0,4.0,2.0,4.0,6.0,15.0,25.0,13.0,0.0,263.0,1171.0,5845.0,10284.0,20010.0,26394.0,30547.0,27445.0,13864.0,0.0,25057.0,0.0,122.0,1094.0,2467.0,4046.0,7835.0,5792.0,2426.0,1275.0,0.0,1.0,1582.0,11987.0,28383.0,46846.0,189187.0,285039.0,302369.0,189455.0,0.0,0.0002087451701586,0.28621776431722,1.938336106543,4.12785396096842,5.97403591103856,29.7831911765169,56.0962361623616,86.4131164781902,103.348862074232,,21387.0,0.0,4.0,26.0,53.0,143.0,241.0,4377.0,10756.0,5787.0,0.0,0.0,28.0,183.0,572.0,1507.0,2860.0,53137.0,161482.0,105336.0,0.0,0.0,0.0050658011383578,0.0295916832816692,0.0831882628923628,0.192180167312793,0.450241965699748,10.4574661746617,46.1494494314268,57.4614327172751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W50,233,123,110,0,2,227,1,1,23.0,12.0,26.0,14.0,7.0,3.0,10.0,3.0,0.0,0.0,77430.0,361873.0,557511.0,595825.0,710084.0,636353.0,521884.0,395257.0,250967.0,33.0,0.0991722199950561,0.654705948336065,0.901513056723861,0.86653228562661,0.905534584778617,1.0,1.0,1.0,1.0,inf,33.0,25.0,28.0,21.0,13.0,6.0,3.0,3.0,4.0,0.0,71923.0,352728.0,549247.0,588642.0,704363.0,633627.0,519475.0,393610.0,248614.0,20.0,0.0921188632145734,0.63816067997525,0.888149905322784,0.856085759536473,0.898238879820445,0.997501629372149,1.0,1.0,1.0,inf,103,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W50 - 11 December 2022 to 17 December 2022,1689.0,885.0,801.0,3.0,29.0,1656.0,1.0,0.0,29.0,1609.0,1.0,0.0,0.0,47.0,0.0,0.0,1.0,238.0,171.0,303.0,247.0,274.0,231.0,128.0,49.0,0.0,88.0,115257.0,336967.0,399697.0,543841.0,550247.0,482951.0,377945.0,234221.0,3.0,0.018369574973959,20.8524657787041,54.4886379255422,58.1295439043509,69.3533207508672,86.6238779371991,95.0457072570726,100.0,100.0,inf,4.0,3.0,1.0,2.0,7.0,4.0,6.0,14.0,6.0,0.0,267.0,1174.0,5846.0,10286.0,20017.0,26398.0,30553.0,27459.0,13870.0,0.0,19766.0,0.0,111.0,931.0,2205.0,3620.0,5897.0,4469.0,1698.0,835.0,0.0,1.0,1693.0,12918.0,30588.0,50466.0,195084.0,289508.0,304067.0,190290.0,0.0,0.0002087451701586,0.306300047401425,2.08888177394865,4.44853598837691,6.43567639257294,30.7115397330663,56.9757441574416,86.8983827316089,103.804359684916,,15489.0,0.0,2.0,23.0,45.0,115.0,267.0,3275.0,7576.0,4186.0,0.0,0.0,30.0,206.0,617.0,1622.0,3127.0,56412.0,169058.0,109522.0,0.0,0.0,0.005427644076812,0.0333108565902943,0.0897327940639648,0.206845541726178,0.492275044315774,11.1019926199262,48.3145714195896,59.7449213380174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W51,198,102,96,0,2,194,0,0,31.0,20.0,15.0,13.0,5.0,2.0,4.0,1.0,1.0,0.0,77461.0,361893.0,557526.0,595838.0,710089.0,636355.0,521888.0,395258.0,250968.0,33.0,0.0992119247454093,0.654742132629911,0.901537312201961,0.866551192049994,0.905540961028362,1.0,1.0,1.0,1.0,inf,30.0,20.0,19.0,19.0,8.0,4.0,3.0,1.0,2.0,0.0,71953.0,352748.0,549266.0,588661.0,704371.0,633631.0,519478.0,393611.0,248616.0,20.0,0.0921572871665281,0.638196864269095,0.888180628928377,0.856113392001419,0.898249081820037,0.997507926462578,1.0,1.0,1.0,inf,104,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W51 - 18 December 2022 to 24 December 2022,1326.0,687.0,636.0,3.0,22.0,1303.0,1.0,0.0,22.0,1242.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,194.0,174.0,247.0,154.0,178.0,172.0,89.0,57.0,0.0,88.0,115451.0,337141.0,399944.0,543995.0,550425.0,483123.0,378034.0,234278.0,3.0,0.018369574973959,20.8875645437341,54.5167742801378,58.1654661087817,69.3729596000816,86.6518999896098,95.079557195572,100.0,100.0,inf,2.0,2.0,1.0,1.0,3.0,8.0,12.0,22.0,10.0,0.0,269.0,1176.0,5847.0,10287.0,20020.0,26406.0,30565.0,27481.0,13880.0,0.0,13376.0,0.0,112.0,755.0,1362.0,2265.0,4285.0,3064.0,997.0,536.0,0.0,1.0,1805.0,13673.0,31950.0,52731.0,199369.0,292572.0,305064.0,190826.0,0.0,0.0002087451701586,0.326563251954856,2.21096768038395,4.6466171318374,6.72452050601918,31.3861155453123,57.5787453874539,87.183312327992,104.096750965546,,9335.0,0.0,2.0,13.0,40.0,99.0,218.0,2428.0,4134.0,2401.0,0.0,0.0,32.0,219.0,657.0,1721.0,3345.0,58840.0,173192.0,111923.0,0.0,0.0,0.0057894870152661,0.0354129980256041,0.0955501551053888,0.219470516221179,0.526594187155825,11.579827798278,49.4960147008811,61.0546815335268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W52,230,115,115,0,0,228,1,1,74.0,26.0,11.0,13.0,5.0,3.0,3.0,0.0,0.0,0.0,77535.0,361919.0,557537.0,595851.0,710094.0,636358.0,521891.0,395258.0,250968.0,33.0,0.0993067038268975,0.65478917221191,0.901555099552567,0.866570098473379,0.905547337278107,1.0,1.0,1.0,1.0,inf,32.0,22.0,14.0,12.0,9.0,4.0,2.0,0.0,0.0,0.0,71985.0,352770.0,549280.0,588673.0,704380.0,633635.0,519480.0,393611.0,248616.0,20.0,0.0921982727152798,0.638236666992325,0.888203267374603,0.856130844084544,0.898260559069578,0.997514223553007,1.0,1.0,1.0,inf,105,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W52 - 25 December 2022 to 31 December 2022,949.0,458.0,491.0,0.0,17.0,929.0,3.0,0.0,17.0,915.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,334.0,137.0,185.0,126.0,71.0,56.0,20.0,6.0,0.0,88.0,115785.0,337278.0,400129.0,544121.0,550496.0,483179.0,378054.0,234284.0,3.0,0.018369574973959,20.947992314456,54.5389276168023,58.1923714035983,69.3890277494389,86.6630773251219,95.090578105781,100.0,100.0,inf,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,278.0,1178.0,5848.0,10287.0,20020.0,26406.0,30566.0,27482.0,13880.0,0.0,16033.0,0.0,213.0,1720.0,3201.0,6505.0,2958.0,1104.0,228.0,104.0,0.0,1.0,2018.0,15393.0,35151.0,59236.0,202327.0,293676.0,305292.0,190930.0,0.0,0.0002087451701586,0.365099524900222,2.48909716259417,5.11215144917735,7.55407059783718,31.851785382564,57.7960147601476,87.2484717542461,104.153483602086,,2460.0,0.0,0.0,7.0,19.0,31.0,110.0,756.0,1078.0,459.0,0.0,0.0,32.0,226.0,676.0,1752.0,3455.0,59596.0,174270.0,112382.0,0.0,0.0,0.0057894870152661,0.0365449203369248,0.0983134016000652,0.223423791063048,0.543911185836584,11.7286100861009,49.8040930408018,61.3050688428724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2023-W01,420,228,192,0,1,414,1,1,158.0,49.0,22.0,22.0,7.0,1.0,2.0,1.0,1.0,0.0,77693.0,361968.0,557559.0,595873.0,710101.0,636359.0,521893.0,395259.0,250969.0,33.0,0.0995090699738589,0.654877823731831,0.90159067425378,0.866602093959107,0.905556264027749,1.0,1.0,1.0,1.0,inf,65.0,47.0,19.0,16.0,2.0,1.0,6.0,1.0,1.0,0.0,72050.0,352817.0,549299.0,588689.0,704382.0,633636.0,519486.0,393612.0,248617.0,20.0,0.0922815246111816,0.638321700082862,0.888233990980196,0.856154113528709,0.898263109569476,0.997515797825615,1.0,1.0,1.0,inf,106,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W01 - 01 January 2023 to 07 January 2023,2070.0,1071.0,999.0,0.0,24.0,2043.0,3.0,0.0,23.0,2030.0,3.0,0.0,1.0,13.0,0.0,0.0,10.0,616.0,296.0,425.0,340.0,178.0,106.0,58.0,27.0,0.0,98.0,116401.0,337574.0,400554.0,544461.0,550674.0,483285.0,378112.0,234311.0,3.0,0.0204570266755453,21.0594399394999,54.5867917602524,58.2541808646635,69.4323862477045,86.6910993775326,95.1114391143911,100.0,100.0,inf,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,281.0,1179.0,5848.0,10288.0,20021.0,26407.0,30569.0,27483.0,13883.0,0.0,32116.0,0.0,441.0,3700.0,6683.0,12082.0,5659.0,2431.0,788.0,332.0,0.0,1.0,2459.0,19093.0,41834.0,71318.0,207986.0,296107.0,306080.0,191262.0,0.0,0.0002087451701586,0.444885892829359,3.08739895572082,6.08408704517326,9.0948275862069,32.7426662510587,58.2744403444034,87.4736718765629,104.334591634118,,7012.0,0.0,2.0,20.0,42.0,100.0,303.0,2030.0,3079.0,1436.0,0.0,0.0,34.0,246.0,718.0,1852.0,3758.0,61626.0,177349.0,113818.0,0.0,0.0,0.0061513299537202,0.0397789840835553,0.10442163069356,0.236176290552948,0.59161164583904,12.1281180811808,50.6840310821895,62.0884156320234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2023-W02,424,225,199,0,0,419,0,2,122.0,48.0,41.0,24.0,16.0,6.0,1.0,5.0,3.0,0.0,77815.0,362016.0,557600.0,595897.0,710117.0,636365.0,521894.0,395264.0,250972.0,33.0,0.0996653273784747,0.65496466603706,0.901656972560586,0.866636998125355,0.905576668026933,1.0,1.0,1.0,1.0,inf,46.0,36.0,36.0,17.0,11.0,4.0,3.0,2.0,3.0,0.0,72096.0,352853.0,549335.0,588706.0,704393.0,633640.0,519489.0,393614.0,248620.0,20.0,0.0923404413375122,0.638386831811784,0.888292204127636,0.856178837313135,0.898277137318914,0.997522094916044,1.0,1.0,1.0,inf,107,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W02 - 08 January 2023 to 14 January 2023,2264.0,1163.0,1100.0,1.0,20.0,2242.0,1.0,0.0,20.0,2220.0,1.0,0.0,0.0,22.0,0.0,0.0,5.0,527.0,331.0,462.0,416.0,208.0,175.0,84.0,34.0,0.0,103.0,116928.0,337905.0,401016.0,544877.0,550882.0,483460.0,378196.0,234345.0,3.0,0.0215007525263384,21.1547855537825,54.6403155152591,58.3213713846919,69.4854366455825,86.7238442477653,95.1458794587946,100.0,100.0,inf,4.0,2.0,1.0,1.0,1.0,4.0,7.0,2.0,0.0,0.0,285.0,1181.0,5849.0,10289.0,20022.0,26411.0,30576.0,27485.0,13883.0,0.0,28723.0,0.0,320.0,3007.0,5605.0,10169.0,5371.0,2789.0,984.0,478.0,0.0,1.0,2779.0,22100.0,47439.0,81487.0,213357.0,298896.0,307064.0,191740.0,0.0,0.0002087451701586,0.50278076298202,3.57364044002671,6.8992447611028,10.3916292593348,33.588208068462,58.8233210332103,87.7548862425017,104.595343559755,,9290.0,0.0,3.0,17.0,44.0,135.0,381.0,2602.0,3960.0,2148.0,0.0,0.0,37.0,263.0,762.0,1987.0,4139.0,64228.0,181309.0,115966.0,0.0,0.0,0.0066940943614014,0.0425279382681912,0.110820727839127,0.253392164864313,0.651591432178762,12.640196801968,51.8157474329187,63.2601627790264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2023-W03,343,181,162,0,0,335,0,0,98.0,48.0,29.0,22.0,13.0,9.0,0.0,5.0,3.0,0.0,77913.0,362064.0,557629.0,595919.0,710130.0,636374.0,521894.0,395269.0,250975.0,33.0,0.0997908456215266,0.655051508342289,0.901703866484912,0.866668993611083,0.90559324627627,1.0,1.0,1.0,1.0,inf,34.0,25.0,15.0,28.0,10.0,3.0,1.0,0.0,0.0,0.0,72130.0,352878.0,549350.0,588734.0,704403.0,633643.0,519490.0,393614.0,248620.0,20.0,0.0923839884830608,0.638432062179091,0.888316459605735,0.856219558840425,0.898289889818404,0.997526817733866,1.0,1.0,1.0,inf,108,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W03 - 15 January 2023 to 21 January 2023,1790.0,933.0,857.0,0.0,22.0,1763.0,2.0,0.0,22.0,1752.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,379.0,284.0,435.0,281.0,178.0,112.0,72.0,37.0,0.0,104.0,117307.0,338189.0,401451.0,545158.0,551060.0,483572.0,378268.0,234382.0,3.0,0.021709497696497,21.2233547906196,54.6862392204613,58.3846351860174,69.5212711691492,86.751866300176,95.1679212792128,100.0,100.0,inf,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,287.0,1181.0,5849.0,10289.0,20022.0,26413.0,30580.0,27485.0,13886.0,0.0,19208.0,0.0,232.0,2061.0,3955.0,6378.0,3567.0,2012.0,662.0,341.0,0.0,1.0,3011.0,24161.0,51394.0,87865.0,216924.0,300908.0,307726.0,192081.0,0.0,0.0002087451701586,0.5447545438427,3.90691070911699,7.47443633407359,11.2049836768007,34.1497511075008,59.2192865928659,87.9440772082044,104.781361146872,,7131.0,0.0,1.0,14.0,48.0,123.0,332.0,2002.0,2987.0,1624.0,0.0,0.0,38.0,277.0,810.0,2110.0,4471.0,66230.0,184296.0,117590.0,0.0,0.0,0.0068750158306285,0.0447917828908326,0.117801561088835,0.26907773923689,0.703857282742509,13.0341943419434,52.6693930742389,64.1460647188461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2023-W04,235,124,111,0,0,235,0,0,32.0,14.0,25.0,21.0,10.0,7.0,1.0,1.0,0.0,0.0,77945.0,362078.0,557654.0,595940.0,710140.0,636381.0,521895.0,395270.0,250975.0,33.0,0.0998318311702783,0.655076837347981,0.901744292281745,0.866699534756551,0.90560599877576,1.0,1.0,1.0,1.0,inf,48.0,29.0,17.0,15.0,5.0,6.0,2.0,1.0,1.0,0.0,72178.0,352907.0,549367.0,588749.0,704408.0,633649.0,519492.0,393615.0,248621.0,20.0,0.0924454668061883,0.638484529405166,0.888343949147582,0.856241373944331,0.898296266068149,0.99753626336951,1.0,1.0,1.0,inf,109,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W04 - 22 January 2023 to 28 January 2023,1100.0,609.0,490.0,1.0,13.0,1083.0,1.0,0.0,13.0,1080.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,184.0,195.0,267.0,183.0,108.0,75.0,58.0,25.0,0.0,106.0,117491.0,338384.0,401718.0,545341.0,551168.0,483647.0,378326.0,234407.0,3.0,0.0221269880368143,21.2566443409574,54.7177713419909,58.4234660709689,69.5446082432157,86.7688684443353,95.1826814268143,100.0,100.0,inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,288.0,1181.0,5849.0,10289.0,20022.0,26413.0,30580.0,27487.0,13886.0,0.0,10734.0,0.0,111.0,1128.0,2107.0,3177.0,2055.0,1312.0,551.0,293.0,0.0,1.0,3122.0,25289.0,53501.0,91042.0,218979.0,302220.0,308277.0,192374.0,0.0,0.0002087451701586,0.564836826926904,4.08931190442695,7.7808658269306,11.6101305855948,34.4732641283095,59.4774907749077,88.1015458216518,104.941194440202,,7895.0,0.0,5.0,59.0,111.0,233.0,1310.0,2826.0,2028.0,1323.0,0.0,0.0,43.0,336.0,921.0,2343.0,5781.0,69056.0,186324.0,118913.0,0.0,0.0,0.0077796231767638,0.0543322709433926,0.133944737978787,0.298791063048358,0.910086994304282,13.590356703567,53.2489690235517,64.8677693163717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2023-W05,285,149,136,0,0,282,1,0,35.0,31.0,27.0,16.0,11.0,8.0,4.0,3.0,1.0,0.0,77980.0,362109.0,557681.0,595956.0,710151.0,636389.0,521899.0,395273.0,250976.0,33.0,0.0998766591142254,0.655132923003441,0.901787952142325,0.866722804200716,0.905620026525199,1.0,1.0,1.0,1.0,inf,60.0,32.0,22.0,18.0,13.0,1.0,1.0,1.0,1.0,0.0,72238.0,352939.0,549389.0,588767.0,704421.0,633650.0,519493.0,393616.0,248622.0,20.0,0.0925223147100977,0.638542424275319,0.888379523848795,0.856267552069017,0.898312844317486,0.997537837642117,1.0,1.0,1.0,inf,110,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W05 - 29 January 2023 to 04 February 2023,1101.0,568.0,530.0,3.0,10.0,1088.0,3.0,0.0,10.0,1078.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,161.0,230.0,274.0,223.0,85.0,62.0,30.0,24.0,0.0,108.0,117652.0,338614.0,401992.0,545564.0,551253.0,483709.0,378356.0,234431.0,3.0,0.0225444783771316,21.2857726975029,54.7549630750772,58.4633149941027,69.5730463170782,86.7822497614977,95.1948831488315,100.0,100.0,inf,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,290.0,1182.0,5851.0,10290.0,20022.0,26414.0,30582.0,27487.0,13887.0,0.0,12228.0,0.0,137.0,1628.0,2781.0,4278.0,1898.0,939.0,351.0,216.0,0.0,1.0,3259.0,26917.0,56282.0,95320.0,220877.0,303159.0,308628.0,192590.0,0.0,0.0002087451701586,0.589623068211012,4.35256469340267,8.1853178533356,12.1556825137727,34.772061069183,59.6622878228782,88.2018570436482,105.059023762247,,7281.0,0.0,11.0,50.0,98.0,239.0,1360.0,2751.0,1663.0,1109.0,0.0,0.0,54.0,386.0,1019.0,2582.0,7141.0,71807.0,187987.0,120022.0,0.0,0.0,0.0097697593382616,0.0624174303099688,0.148197272530276,0.329269536829219,1.12418806890276,14.1317589175892,53.7242327334665,65.4727356040935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
